"TIME","GEO","ICCS","UNIT","Value","Flag and Footnotes"
"2013","Czechia","Theft","Per hundred thousand inhabitants","1 200.28",""
"2013","Denmark","Intentional homicide","Number","41",""
"2013","Denmark","Intentional homicide","Per hundred thousand inhabitants","0.73",""
"2013","Denmark","Assault","Number","1 503",""
"2013","Denmark","Assault","Per hundred thousand inhabitants","26.83",""
"2013","Denmark","Sexual violence","Number","1 843",""
"2013","Denmark","Sexual violence","Per hundred thousand inhabitants","32.90",""
"2013","Denmark","Rape","Number","839",""
"2013","Denmark","Rape","Per hundred thousand inhabitants","14.98",""
"2013","Denmark","Sexual assault","Number","1 004",""
"2013","Denmark","Sexual assault","Per hundred thousand inhabitants","17.92",""
"2013","Denmark","Theft","Number","269 086",""
"2013","Denmark","Theft","Per hundred thousand inhabitants","4 802.85",""
"2013","Germany (until 1990 former territory of the FRG)","Intentional homicide","Number","623",""
"2013","Germany (until 1990 former territory of the FRG)","Intentional homicide","Per hundred thousand inhabitants","0.77",""
"2013","Germany (until 1990 former territory of the FRG)","Assault","Number","127 869",""
"2013","Germany (until 1990 former territory of the FRG)","Assault","Per hundred thousand inhabitants","158.80",""
"2013","Germany (until 1990 former territory of the FRG)","Sexual violence","Number","35 330",""
"2013","Germany (until 1990 former territory of the FRG)","Sexual violence","Per hundred thousand inhabitants","43.88",""
"2013","Germany (until 1990 former territory of the FRG)","Rape","Number","7 408",""
"2013","Germany (until 1990 former territory of the FRG)","Rape","Per hundred thousand inhabitants","9.20",""
"2013","Germany (until 1990 former territory of the FRG)","Sexual assault","Number","27 922",""
"2013","Germany (until 1990 former territory of the FRG)","Sexual assault","Per hundred thousand inhabitants","34.68",""
"2013","Germany (until 1990 former territory of the FRG)","Theft","Number","1 289 071",""
"2013","Germany (until 1990 former territory of the FRG)","Theft","Per hundred thousand inhabitants","1 600.86",""
"2013","Estonia","Intentional homicide","Number","52",""
"2013","Estonia","Intentional homicide","Per hundred thousand inhabitants","3.94",""
"2013","Estonia","Assault","Number","99",""
"2013","Estonia","Assault","Per hundred thousand inhabitants","7.50",""
"2013","Estonia","Sexual violence","Number","240",""
"2013","Estonia","Sexual violence","Per hundred thousand inhabitants","18.18",""
"2013","Estonia","Rape","Number","135",""
"2013","Estonia","Rape","Per hundred thousand inhabitants","10.23",""
"2013","Estonia","Sexual assault","Number","105",""
"2013","Estonia","Sexual assault","Per hundred thousand inhabitants","7.95",""
"2013","Estonia","Theft","Number","16 465",""
"2013","Estonia","Theft","Per hundred thousand inhabitants","1 247.18",""
"2013","Ireland","Intentional homicide","Number","51",""
"2013","Ireland","Intentional homicide","Per hundred thousand inhabitants","1.11",""
"2013","Ireland","Assault","Number","3 071",""
"2013","Ireland","Assault","Per hundred thousand inhabitants","66.89",""
"2013","Ireland","Sexual violence","Number","1 778",""
"2013","Ireland","Sexual violence","Per hundred thousand inhabitants","38.73",""
"2013","Ireland","Rape","Number","391",""
"2013","Ireland","Rape","Per hundred thousand inhabitants","8.52",""
"2013","Ireland","Sexual assault","Number","1 387",""
"2013","Ireland","Sexual assault","Per hundred thousand inhabitants","30.21",""
"2013","Ireland","Theft","Number","78 431",""
"2013","Ireland","Theft","Per hundred thousand inhabitants","1 708.33",""
"2013","Greece","Intentional homicide","Number","141",""
"2013","Greece","Intentional homicide","Per hundred thousand inhabitants","1.28",""
"2013","Greece","Assault","Number","1 610",""
"2013","Greece","Assault","Per hundred thousand inhabitants","14.63",""
"2013","Greece","Sexual violence","Number","468",""
"2013","Greece","Sexual violence","Per hundred thousand inhabitants","4.25",""
"2013","Greece","Rape","Number","149",""
"2013","Greece","Rape","Per hundred thousand inhabitants","1.35",""
"2013","Greece","Sexual assault","Number","187",""
"2013","Greece","Sexual assault","Per hundred thousand inhabitants","1.70",""
"2013","Greece","Theft","Number","103 674",""
"2013","Greece","Theft","Per hundred thousand inhabitants","942.18",""
"2013","Spain","Intentional homicide","Number","302",""
"2013","Spain","Intentional homicide","Per hundred thousand inhabitants","0.65",""
"2013","Spain","Assault","Number","16 701",""
"2013","Spain","Assault","Per hundred thousand inhabitants","35.74",""
"2013","Spain","Sexual violence","Number","8 923",""
"2013","Spain","Sexual violence","Per hundred thousand inhabitants","19.10",""
"2013","Spain","Rape","Number","1 298",""
"2013","Spain","Rape","Per hundred thousand inhabitants","2.78",""
"2013","Spain","Sexual assault","Number","7 625",""
"2013","Spain","Sexual assault","Per hundred thousand inhabitants","16.32",""
"2013","Spain","Theft","Number","163 464",""
"2013","Spain","Theft","Per hundred thousand inhabitants","349.82",""
"2013","France","Intentional homicide","Number","777",""
"2013","France","Intentional homicide","Per hundred thousand inhabitants","1.18",""
"2013","France","Assault","Number","233 304",""
"2013","France","Assault","Per hundred thousand inhabitants","355.64",""
"2013","France","Sexual violence","Number","27 778",""
"2013","France","Sexual violence","Per hundred thousand inhabitants","42.34",""
"2013","France","Rape","Number","11 171",""
"2013","France","Rape","Per hundred thousand inhabitants","17.03",""
"2013","France","Sexual assault","Number","16 607",""
"2013","France","Sexual assault","Per hundred thousand inhabitants","25.32",""
"2013","France","Theft","Number","1 390 001",""
"2013","France","Theft","Per hundred thousand inhabitants","2 118.89",""
"2013","Croatia","Intentional homicide","Number","46",""
"2013","Croatia","Intentional homicide","Per hundred thousand inhabitants","1.08",""
"2013","Croatia","Assault","Number","823",""
"2013","Croatia","Assault","Per hundred thousand inhabitants","19.31",""
"2013","Croatia","Sexual violence","Number","576",""
"2013","Croatia","Sexual violence","Per hundred thousand inhabitants","13.51",""
"2013","Croatia","Rape","Number","274",""
"2013","Croatia","Rape","Per hundred thousand inhabitants","6.43",""
"2013","Croatia","Sexual assault","Number","302",""
"2013","Croatia","Sexual assault","Per hundred thousand inhabitants","7.09",""
"2013","Croatia","Theft","Number","14 051",""
"2013","Croatia","Theft","Per hundred thousand inhabitants","329.67",""
"2013","Italy","Intentional homicide","Number","506",""
"2013","Italy","Intentional homicide","Per hundred thousand inhabitants","0.85",""
"2013","Italy","Assault","Number","66 317",""
"2013","Italy","Assault","Per hundred thousand inhabitants","111.11",""
"2013","Italy","Sexual violence","Number","4 488",""
"2013","Italy","Sexual violence","Per hundred thousand inhabitants","7.52",""
"2013","Italy","Rape","Number",":",""
"2013","Italy","Rape","Per hundred thousand inhabitants",":",""
"2013","Italy","Sexual assault","Number","4 488",""
"2013","Italy","Sexual assault","Per hundred thousand inhabitants","7.52",""
"2013","Italy","Theft","Number","1 303 355",""
"2013","Italy","Theft","Per hundred thousand inhabitants","2 183.71",""
"2013","Cyprus","Intentional homicide","Number","11",""
"2013","Cyprus","Intentional homicide","Per hundred thousand inhabitants","1.27",""
"2013","Cyprus","Assault","Number","132",""
"2013","Cyprus","Assault","Per hundred thousand inhabitants","15.24",""
"2013","Cyprus","Sexual violence","Number","47",""
"2013","Cyprus","Sexual violence","Per hundred thousand inhabitants","5.43",""
"2013","Cyprus","Rape","Number","18",""
"2013","Cyprus","Rape","Per hundred thousand inhabitants","2.08",""
"2013","Cyprus","Sexual assault","Number","29",""
"2013","Cyprus","Sexual assault","Per hundred thousand inhabitants","3.35",""
"2013","Cyprus","Theft","Number","1 245",""
"2013","Cyprus","Theft","Per hundred thousand inhabitants","143.78",""
"2013","Latvia","Intentional homicide","Number","69",""
"2013","Latvia","Intentional homicide","Per hundred thousand inhabitants","3.41",""
"2013","Latvia","Assault","Number","458",""
"2013","Latvia","Assault","Per hundred thousand inhabitants","22.63",""
"2013","Latvia","Sexual violence","Number","452",""
"2013","Latvia","Sexual violence","Per hundred thousand inhabitants","22.33",""
"2013","Latvia","Rape","Number","73",""
"2013","Latvia","Rape","Per hundred thousand inhabitants","3.61",""
"2013","Latvia","Sexual assault","Number","304",""
"2013","Latvia","Sexual assault","Per hundred thousand inhabitants","15.02",""
"2013","Latvia","Theft","Number","20 623",""
"2013","Latvia","Theft","Per hundred thousand inhabitants","1 019.01",""
"2013","Lithuania","Intentional homicide","Number","172",""
"2013","Lithuania","Intentional homicide","Per hundred thousand inhabitants","5.79",""
"2013","Lithuania","Assault","Number","211",""
"2013","Lithuania","Assault","Per hundred thousand inhabitants","7.10",""
"2013","Lithuania","Sexual violence","Number","255",""
"2013","Lithuania","Sexual violence","Per hundred thousand inhabitants","8.58",""
"2013","Lithuania","Rape","Number","133",""
"2013","Lithuania","Rape","Per hundred thousand inhabitants","4.48",""
"2013","Lithuania","Sexual assault","Number","122",""
"2013","Lithuania","Sexual assault","Per hundred thousand inhabitants","4.11",""
"2013","Lithuania","Theft","Number","27 952",""
"2013","Lithuania","Theft","Per hundred thousand inhabitants","940.54",""
"2013","Luxembourg","Intentional homicide","Number","2",""
"2013","Luxembourg","Intentional homicide","Per hundred thousand inhabitants","0.37",""
"2013","Luxembourg","Assault","Number","3 018",""
"2013","Luxembourg","Assault","Per hundred thousand inhabitants","561.97",""
"2013","Luxembourg","Sexual violence","Number","357",""
"2013","Luxembourg","Sexual violence","Per hundred thousand inhabitants","66.48",""
"2013","Luxembourg","Rape","Number","89",""
"2013","Luxembourg","Rape","Per hundred thousand inhabitants","16.57",""
"2013","Luxembourg","Sexual assault","Number","316",""
"2013","Luxembourg","Sexual assault","Per hundred thousand inhabitants","58.84",""
"2013","Luxembourg","Theft","Number","10 334",""
"2013","Luxembourg","Theft","Per hundred thousand inhabitants","1 924.26",""
"2013","Hungary","Intentional homicide","Number","138",""
"2013","Hungary","Intentional homicide","Per hundred thousand inhabitants","1.39",""
"2013","Hungary","Assault","Number","13 377",""
"2013","Hungary","Assault","Per hundred thousand inhabitants","135.00",""
"2013","Hungary","Sexual violence","Number","5 974",""
"2013","Hungary","Sexual violence","Per hundred thousand inhabitants","60.29",""
"2013","Hungary","Rape","Number","248",""
"2013","Hungary","Rape","Per hundred thousand inhabitants","2.50",""
"2013","Hungary","Sexual assault","Number","431",""
"2013","Hungary","Sexual assault","Per hundred thousand inhabitants","4.35",""
"2013","Hungary","Theft","Number","124 276",""
"2013","Hungary","Theft","Per hundred thousand inhabitants","1 254.20",""
"2013","Malta","Intentional homicide","Number","6",""
"2013","Malta","Intentional homicide","Per hundred thousand inhabitants","1.42",""
"2013","Malta","Assault","Number","218",""
"2013","Malta","Assault","Per hundred thousand inhabitants","51.74",""
"2013","Malta","Sexual violence","Number","94",""
"2013","Malta","Sexual violence","Per hundred thousand inhabitants","22.31",""
"2013","Malta","Rape","Number","15",""
"2013","Malta","Rape","Per hundred thousand inhabitants","3.56",""
"2013","Malta","Sexual assault","Number","79",""
"2013","Malta","Sexual assault","Per hundred thousand inhabitants","18.75",""
"2013","Malta","Theft","Number","8 469",""
"2013","Malta","Theft","Per hundred thousand inhabitants","2 009.90",""
"2013","Netherlands","Intentional homicide","Number","3 440",""
"2013","Netherlands","Intentional homicide","Per hundred thousand inhabitants","20.50",""
"2013","Netherlands","Assault","Number","5 580",""
"2013","Netherlands","Assault","Per hundred thousand inhabitants","33.25",""
"2013","Netherlands","Sexual violence","Number","4 420",""
"2013","Netherlands","Sexual violence","Per hundred thousand inhabitants","26.34",""
"2013","Netherlands","Rape","Number","1 245",""
"2013","Netherlands","Rape","Per hundred thousand inhabitants","7.42",""
"2013","Netherlands","Sexual assault","Number","1 950",""
"2013","Netherlands","Sexual assault","Per hundred thousand inhabitants","11.62",""
"2013","Netherlands","Theft","Number","391 945",""
"2013","Netherlands","Theft","Per hundred thousand inhabitants","2 335.85",""
"2013","Austria","Intentional homicide","Number","63",""
"2013","Austria","Intentional homicide","Per hundred thousand inhabitants","0.75",""
"2013","Austria","Assault","Number","3 327",""
"2013","Austria","Assault","Per hundred thousand inhabitants","39.36",""
"2013","Austria","Sexual violence","Number","3 780",""
"2013","Austria","Sexual violence","Per hundred thousand inhabitants","44.72",""
"2013","Austria","Rape","Number","1 295",""
"2013","Austria","Rape","Per hundred thousand inhabitants","15.32",""
"2013","Austria","Sexual assault","Number","2 153",""
"2013","Austria","Sexual assault","Per hundred thousand inhabitants","25.47",""
"2013","Austria","Theft","Number","154 002",""
"2013","Austria","Theft","Per hundred thousand inhabitants","1 822.11",""
"2013","Poland","Intentional homicide","Number","296",""
"2013","Poland","Intentional homicide","Per hundred thousand inhabitants","0.78",""
"2013","Poland","Assault","Number","9 118",""
"2013","Poland","Assault","Per hundred thousand inhabitants","23.96",""
"2013","Poland","Sexual violence","Number","3 055",""
"2013","Poland","Sexual violence","Per hundred thousand inhabitants","8.03",""
"2013","Poland","Rape","Number","786",""
"2013","Poland","Rape","Per hundred thousand inhabitants","2.07",""
"2013","Poland","Sexual assault","Number","434",""
"2013","Poland","Sexual assault","Per hundred thousand inhabitants","1.14",""
"2013","Poland","Theft","Number","212 143",""
"2013","Poland","Theft","Per hundred thousand inhabitants","557.35",""
"2013","Portugal","Intentional homicide","Number","144",""
"2013","Portugal","Intentional homicide","Per hundred thousand inhabitants","1.37",""
"2013","Portugal","Assault","Number","580",""
"2013","Portugal","Assault","Per hundred thousand inhabitants","5.53",""
"2013","Portugal","Sexual violence","Number","2 136",""
"2013","Portugal","Sexual violence","Per hundred thousand inhabitants","20.37",""
"2013","Portugal","Rape","Number","345",""
"2013","Portugal","Rape","Per hundred thousand inhabitants","3.29",""
"2013","Portugal","Sexual assault","Number","1 791",""
"2013","Portugal","Sexual assault","Per hundred thousand inhabitants","17.08",""
"2013","Portugal","Theft","Number","94 902",""
"2013","Portugal","Theft","Per hundred thousand inhabitants","904.92",""
"2013","Romania","Intentional homicide","Number","336",""
"2013","Romania","Intentional homicide","Per hundred thousand inhabitants","1.68",""
"2013","Romania","Assault","Number","17 572",""
"2013","Romania","Assault","Per hundred thousand inhabitants","87.77",""
"2013","Romania","Sexual violence","Number","1 736",""
"2013","Romania","Sexual violence","Per hundred thousand inhabitants","8.67",""
"2013","Romania","Rape","Number","978",""
"2013","Romania","Rape","Per hundred thousand inhabitants","4.89",""
"2013","Romania","Sexual assault","Number","745",""
"2013","Romania","Sexual assault","Per hundred thousand inhabitants","3.72",""
"2013","Romania","Theft","Number","57 557",""
"2013","Romania","Theft","Per hundred thousand inhabitants","287.50",""
"2013","Slovenia","Intentional homicide","Number","12",""
"2013","Slovenia","Intentional homicide","Per hundred thousand inhabitants","0.58",""
"2013","Slovenia","Assault","Number","1 849",""
"2013","Slovenia","Assault","Per hundred thousand inhabitants","89.81",""
"2013","Slovenia","Sexual violence","Number","378",""
"2013","Slovenia","Sexual violence","Per hundred thousand inhabitants","18.36",""
"2013","Slovenia","Rape","Number","53",""
"2013","Slovenia","Rape","Per hundred thousand inhabitants","2.57",""
"2013","Slovenia","Sexual assault","Number","49",""
"2013","Slovenia","Sexual assault","Per hundred thousand inhabitants","2.38",""
"2013","Slovenia","Theft","Number","34 942",""
"2013","Slovenia","Theft","Per hundred thousand inhabitants","1 697.18",""
"2013","Slovakia","Intentional homicide","Number","78",""
"2013","Slovakia","Intentional homicide","Per hundred thousand inhabitants","1.44",""
"2013","Slovakia","Assault","Number","2 017",""
"2013","Slovakia","Assault","Per hundred thousand inhabitants","37.28",""
"2013","Slovakia","Sexual violence","Number","645",""
"2013","Slovakia","Sexual violence","Per hundred thousand inhabitants","11.92",""
"2013","Slovakia","Rape","Number","91",""
"2013","Slovakia","Rape","Per hundred thousand inhabitants","1.68",""
"2013","Slovakia","Sexual assault","Number","68",""
"2013","Slovakia","Sexual assault","Per hundred thousand inhabitants","1.26",""
"2013","Slovakia","Theft","Number","20 708",""
"2013","Slovakia","Theft","Per hundred thousand inhabitants","382.71",""
"2013","Finland","Intentional homicide","Number","89",""
"2013","Finland","Intentional homicide","Per hundred thousand inhabitants","1.64",""
"2013","Finland","Assault","Number","1 791",""
"2013","Finland","Assault","Per hundred thousand inhabitants","33.00",""
"2013","Finland","Sexual violence","Number","2 988",""
"2013","Finland","Sexual violence","Per hundred thousand inhabitants","55.06",""
"2013","Finland","Rape","Number","975",""
"2013","Finland","Rape","Per hundred thousand inhabitants","17.97",""
"2013","Finland","Sexual assault","Number","2 013",""
"2013","Finland","Sexual assault","Per hundred thousand inhabitants","37.09",""
"2013","Finland","Theft","Number","128 169",""
"2013","Finland","Theft","Per hundred thousand inhabitants","2 361.83",""
"2013","Sweden","Intentional homicide","Number","87",""
"2013","Sweden","Intentional homicide","Per hundred thousand inhabitants","0.91",""
"2013","Sweden","Assault","Number","4 659",""
"2013","Sweden","Assault","Per hundred thousand inhabitants","48.76",""
"2013","Sweden","Sexual violence","Number","14 891",""
"2013","Sweden","Sexual violence","Per hundred thousand inhabitants","155.83",""
"2013","Sweden","Rape","Number","5 634",""
"2013","Sweden","Rape","Per hundred thousand inhabitants","58.96",""
"2013","Sweden","Sexual assault","Number","8 874",""
"2013","Sweden","Sexual assault","Per hundred thousand inhabitants","92.86",""
"2013","Sweden","Theft","Number","410 762",""
"2013","Sweden","Theft","Per hundred thousand inhabitants","4 298.52",""
"2013","England and Wales","Intentional homicide","Number","521",""
"2013","England and Wales","Intentional homicide","Per hundred thousand inhabitants","0.92",""
"2013","England and Wales","Assault","Number","321 535",""
"2013","England and Wales","Assault","Per hundred thousand inhabitants","566.50",""
"2013","England and Wales","Sexual violence","Number","46 866",""
"2013","England and Wales","Sexual violence","Per hundred thousand inhabitants","82.57",""
"2013","England and Wales","Rape","Number","20 751",""
"2013","England and Wales","Rape","Per hundred thousand inhabitants","36.56",""
"2013","England and Wales","Sexual assault","Number","26 115",""
"2013","England and Wales","Sexual assault","Per hundred thousand inhabitants","46.01",""
"2013","England and Wales","Theft","Number","1 326 649",""
"2013","England and Wales","Theft","Per hundred thousand inhabitants","2 337.36",""
"2013","Scotland","Intentional homicide","Number","61",""
"2013","Scotland","Intentional homicide","Per hundred thousand inhabitants","1.15",""
"2013","Scotland","Assault","Number","2 951",""
"2013","Scotland","Assault","Per hundred thousand inhabitants","55.47",""
"2013","Scotland","Sexual violence","Number","8 114",""
"2013","Scotland","Sexual violence","Per hundred thousand inhabitants","152.52",""
"2013","Scotland","Rape","Number","1 690",""
"2013","Scotland","Rape","Per hundred thousand inhabitants","31.77",""
"2013","Scotland","Sexual assault","Number","3 523",""
"2013","Scotland","Sexual assault","Per hundred thousand inhabitants","66.22",""
"2013","Scotland","Theft","Number","101 870",""
"2013","Scotland","Theft","Per hundred thousand inhabitants","1 914.81",""
"2013","Northern Ireland (UK)","Intentional homicide","Number","20",""
"2013","Northern Ireland (UK)","Intentional homicide","Per hundred thousand inhabitants","1.09",""
"2013","Northern Ireland (UK)","Assault","Number","1 093",""
"2013","Northern Ireland (UK)","Assault","Per hundred thousand inhabitants","59.84",""
"2013","Northern Ireland (UK)","Sexual violence","Number","2 153",""
"2013","Northern Ireland (UK)","Sexual violence","Per hundred thousand inhabitants","117.87",""
"2013","Northern Ireland (UK)","Rape","Number","543",""
"2013","Northern Ireland (UK)","Rape","Per hundred thousand inhabitants","29.73",""
"2013","Northern Ireland (UK)","Sexual assault","Number","987",""
"2013","Northern Ireland (UK)","Sexual assault","Per hundred thousand inhabitants","54.03",""
"2013","Northern Ireland (UK)","Theft","Number","27 289",""
"2013","Northern Ireland (UK)","Theft","Per hundred thousand inhabitants","1 493.93",""
"2013","Iceland","Intentional homicide","Number","1",""
"2013","Iceland","Intentional homicide","Per hundred thousand inhabitants","0.31",""
"2013","Iceland","Assault","Number","92",""
"2013","Iceland","Assault","Per hundred thousand inhabitants","28.58",""
"2013","Iceland","Sexual violence","Number","731",""
"2013","Iceland","Sexual violence","Per hundred thousand inhabitants","227.12",""
"2013","Iceland","Rape","Number","180",""
"2013","Iceland","Rape","Per hundred thousand inhabitants","55.93",""
"2013","Iceland","Sexual assault","Number","56",""
"2013","Iceland","Sexual assault","Per hundred thousand inhabitants","17.40",""
"2013","Iceland","Theft","Number","4 102",""
"2013","Iceland","Theft","Per hundred thousand inhabitants","1 274.48",""
"2013","Liechtenstein","Intentional homicide","Number","0",""
"2013","Liechtenstein","Intentional homicide","Per hundred thousand inhabitants","0.00",""
"2013","Liechtenstein","Assault","Number","103",""
"2013","Liechtenstein","Assault","Per hundred thousand inhabitants","279.60",""
"2013","Liechtenstein","Sexual violence","Number","6",""
"2013","Liechtenstein","Sexual violence","Per hundred thousand inhabitants","16.29",""
"2013","Liechtenstein","Rape","Number","3",""
"2013","Liechtenstein","Rape","Per hundred thousand inhabitants","8.14",""
"2013","Liechtenstein","Sexual assault","Number","39",""
"2013","Liechtenstein","Sexual assault","Per hundred thousand inhabitants","105.87",""
"2013","Liechtenstein","Theft","Number","233",""
"2013","Liechtenstein","Theft","Per hundred thousand inhabitants","632.50",""
"2013","Norway","Intentional homicide","Number","47",""
"2013","Norway","Intentional homicide","Per hundred thousand inhabitants","0.93",""
"2013","Norway","Assault","Number","2 566",""
"2013","Norway","Assault","Per hundred thousand inhabitants","50.80",""
"2013","Norway","Sexual violence","Number","3 526",""
"2013","Norway","Sexual violence","Per hundred thousand inhabitants","69.80",""
"2013","Norway","Rape","Number","1 594",""
"2013","Norway","Rape","Per hundred thousand inhabitants","31.56",""
"2013","Norway","Sexual assault","Number","1 631",""
"2013","Norway","Sexual assault","Per hundred thousand inhabitants","32.29",""
"2013","Norway","Theft","Number","145 940",""
"2013","Norway","Theft","Per hundred thousand inhabitants","2 889.17",""
"2013","Switzerland","Intentional homicide","Number","57",""
"2013","Switzerland","Intentional homicide","Per hundred thousand inhabitants","0.71",""
"2013","Switzerland","Assault","Number","568",""
"2013","Switzerland","Assault","Per hundred thousand inhabitants","7.07",""
"2013","Switzerland","Sexual violence","Number","2 696",""
"2013","Switzerland","Sexual violence","Per hundred thousand inhabitants","33.54",""
"2013","Switzerland","Rape","Number","571",""
"2013","Switzerland","Rape","Per hundred thousand inhabitants","7.10",""
"2013","Switzerland","Sexual assault","Number","2 125",""
"2013","Switzerland","Sexual assault","Per hundred thousand inhabitants","26.43",""
"2013","Switzerland","Theft","Number","194 561",""
"2013","Switzerland","Theft","Per hundred thousand inhabitants","2 420.20",""
"2013","Montenegro","Intentional homicide","Number","9",""
"2013","Montenegro","Intentional homicide","Per hundred thousand inhabitants","1.45",""
"2013","Montenegro","Assault","Number","173",""
"2013","Montenegro","Assault","Per hundred thousand inhabitants","27.86",""
"2013","Montenegro","Sexual violence","Number","25",""
"2013","Montenegro","Sexual violence","Per hundred thousand inhabitants","4.03",""
"2013","Montenegro","Rape","Number","4",""
"2013","Montenegro","Rape","Per hundred thousand inhabitants","0.64",""
"2013","Montenegro","Sexual assault","Number","19",""
"2013","Montenegro","Sexual assault","Per hundred thousand inhabitants","3.06",""
"2013","Montenegro","Theft","Number","739",""
"2013","Montenegro","Theft","Per hundred thousand inhabitants","119.02",""
"2013","North Macedonia","Intentional homicide","Number","20",""
"2013","North Macedonia","Intentional homicide","Per hundred thousand inhabitants","0.97",""
"2013","North Macedonia","Assault","Number","216",""
"2013","North Macedonia","Assault","Per hundred thousand inhabitants","10.47",""
"2013","North Macedonia","Sexual violence","Number","151",""
"2013","North Macedonia","Sexual violence","Per hundred thousand inhabitants","7.32",""
"2013","North Macedonia","Rape","Number","38",""
"2013","North Macedonia","Rape","Per hundred thousand inhabitants","1.84",""
"2013","North Macedonia","Sexual assault","Number","113",""
"2013","North Macedonia","Sexual assault","Per hundred thousand inhabitants","5.48",""
"2013","North Macedonia","Theft","Number","5 530",""
"2013","North Macedonia","Theft","Per hundred thousand inhabitants","268.15",""
"2013","Albania","Intentional homicide","Number","107",""
"2013","Albania","Intentional homicide","Per hundred thousand inhabitants",":",""
"2013","Albania","Assault","Number","163",""
"2013","Albania","Assault","Per hundred thousand inhabitants",":",""
"2013","Albania","Sexual violence","Number","87",""
"2013","Albania","Sexual violence","Per hundred thousand inhabitants",":",""
"2013","Albania","Rape","Number","39",""
"2013","Albania","Rape","Per hundred thousand inhabitants",":",""
"2013","Albania","Sexual assault","Number","50",""
"2013","Albania","Sexual assault","Per hundred thousand inhabitants",":",""
"2013","Albania","Theft","Number","5 255",""
"2013","Albania","Theft","Per hundred thousand inhabitants",":",""
"2013","Serbia","Intentional homicide","Number","132",""
"2013","Serbia","Intentional homicide","Per hundred thousand inhabitants","1.84",""
"2013","Serbia","Assault","Number","1 750",""
"2013","Serbia","Assault","Per hundred thousand inhabitants","24.37",""
"2013","Serbia","Sexual violence","Number","262",""
"2013","Serbia","Sexual violence","Per hundred thousand inhabitants","3.65",""
"2013","Serbia","Rape","Number","140",""
"2013","Serbia","Rape","Per hundred thousand inhabitants","1.95",""
"2013","Serbia","Sexual assault","Number","121",""
"2013","Serbia","Sexual assault","Per hundred thousand inhabitants","1.68",""
"2013","Serbia","Theft","Number","30 882",""
"2013","Serbia","Theft","Per hundred thousand inhabitants","430.02",""
"2013","Turkey","Intentional homicide","Number",":",""
"2013","Turkey","Intentional homicide","Per hundred thousand inhabitants",":",""
"2013","Turkey","Assault","Number",":",""
"2013","Turkey","Assault","Per hundred thousand inhabitants",":",""
"2013","Turkey","Sexual violence","Number",":",""
"2013","Turkey","Sexual violence","Per hundred thousand inhabitants",":",""
"2013","Turkey","Rape","Number",":",""
"2013","Turkey","Rape","Per hundred thousand inhabitants",":",""
"2013","Turkey","Sexual assault","Number",":",""
"2013","Turkey","Sexual assault","Per hundred thousand inhabitants",":",""
"2013","Turkey","Theft","Number",":",""
"2013","Turkey","Theft","Per hundred thousand inhabitants",":",""
"2013","Bosnia and Herzegovina","Intentional homicide","Number","46",""
"2013","Bosnia and Herzegovina","Intentional homicide","Per hundred thousand inhabitants",":",""
"2013","Bosnia and Herzegovina","Assault","Number","577",""
"2013","Bosnia and Herzegovina","Assault","Per hundred thousand inhabitants",":",""
"2013","Bosnia and Herzegovina","Sexual violence","Number","137",""
"2013","Bosnia and Herzegovina","Sexual violence","Per hundred thousand inhabitants",":",""
"2013","Bosnia and Herzegovina","Rape","Number","35",""
"2013","Bosnia and Herzegovina","Rape","Per hundred thousand inhabitants",":",""
"2013","Bosnia and Herzegovina","Sexual assault","Number",":",""
"2013","Bosnia and Herzegovina","Sexual assault","Per hundred thousand inhabitants",":",""
"2013","Bosnia and Herzegovina","Theft","Number","6 477",""
"2013","Bosnia and Herzegovina","Theft","Per hundred thousand inhabitants",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Intentional homicide","Number","41",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Intentional homicide","Per hundred thousand inhabitants",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Assault","Number","653",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Assault","Per hundred thousand inhabitants",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual violence","Number","201",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual violence","Per hundred thousand inhabitants",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Rape","Number","32",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Rape","Per hundred thousand inhabitants",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual assault","Number","48",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Sexual assault","Per hundred thousand inhabitants",":",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft","Number","16 962",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Theft","Per hundred thousand inhabitants",":",""
"2014","Belgium","Intentional homicide","Number","210",""
"2014","Belgium","Intentional homicide","Per hundred thousand inhabitants","1.88",""
"2014","Belgium","Assault","Number","70 411",""
"2014","Belgium","Assault","Per hundred thousand inhabitants","629.75",""
"2014","Belgium","Sexual violence","Number","6 897",""
"2014","Belgium","Sexual violence","Per hundred thousand inhabitants","61.69",""
"2014","Belgium","Rape","Number","3 188",""
"2014","Belgium","Rape","Per hundred thousand inhabitants","28.51",""
"2014","Belgium","Sexual assault","Number","3 709",""
